,date,open,close,high,low,volume,code
0,2002-07-11,19.583,20.511,20.706,19.143,209407.32,600593
1,2002-07-12,20.462,20.355,20.745,20.237,76524.54,600593
2,2002-07-15,20.355,19.046,20.599,18.958,88700.05,600593
3,2002-07-16,18.85,18.743,19.104,18.528,42689.66,600593
4,2002-07-17,18.733,18.391,18.831,18.167,26486.96,600593
5,2002-07-18,18.362,18.489,18.655,18.264,16200.43,600593
6,2002-07-19,18.411,18.518,18.636,18.391,9884.67,600593
7,2002-07-22,18.518,18.118,18.518,18.069,15374.86,600593
8,2002-07-23,18.069,17.815,18.157,17.727,16486.4,600593
9,2002-07-24,17.815,18.323,18.733,17.815,19137.62,600593
10,2002-07-25,18.323,18.245,18.43,18.069,6982.03,600593
11,2002-07-26,18.216,18.177,18.382,18.098,4570.29,600593
12,2002-07-29,18.147,18.206,18.206,17.991,4147.93,600593
13,2002-07-30,18.274,17.903,18.333,17.874,6946.41,600593
14,2002-07-31,17.903,17.971,18.089,17.815,5444.39,600593
15,2002-08-01,17.971,18.079,18.167,17.844,3630.36,600593
16,2002-08-02,18.079,18.216,18.245,18.01,3639.87,600593
17,2002-08-05,18.167,17.864,18.216,17.864,5008.52,600593
18,2002-08-06,17.844,17.962,18.137,17.825,3727.99,600593
19,2002-08-07,17.874,17.971,18.05,17.874,2602.38,600593
20,2002-08-08,17.971,18.108,18.118,17.942,3917.19,600593
21,2002-08-09,18.167,17.581,18.167,17.581,12513.87,600593
22,2002-08-12,17.464,16.956,17.483,16.956,17656.52,600593
23,2002-08-13,16.799,16.887,17.073,16.799,4938.08,600593
24,2002-08-14,16.887,17.102,17.151,16.887,2645.33,600593
25,2002-08-15,17.122,16.692,17.141,16.663,6030.81,600593
26,2002-08-16,16.702,16.936,17.044,16.604,4856.77,600593
27,2002-08-19,16.799,16.76,16.878,16.702,2478.75,600593
28,2002-08-20,16.751,16.985,17.073,16.721,2995.03,600593
29,2002-08-21,17.014,17.083,17.092,16.907,3840.51,600593
30,2002-08-22,17.092,17.161,17.356,16.995,6718.19,600593
31,2002-08-23,17.112,17.034,17.229,16.995,2329.87,600593
32,2002-08-26,17.014,17.063,17.092,16.956,2716.4,600593
33,2002-08-27,17.044,17.268,17.366,17.044,4989.97,600593
34,2002-08-28,17.268,17.092,17.346,17.083,3579.28,600593
35,2002-08-29,17.19,16.956,17.19,16.897,2096.48,600593
36,2002-08-30,16.848,16.907,16.995,16.848,2620.29,600593
37,2002-09-02,16.907,17.073,17.092,16.887,1822.5,600593
38,2002-09-03,17.092,17.102,17.327,17.044,4225.5,600593
39,2002-09-04,17.131,16.907,17.141,16.897,2400.52,600593
40,2002-09-05,16.907,16.829,17.053,16.78,4337.92,600593
41,2002-09-06,16.868,16.731,16.878,16.721,2796.0,600593
42,2002-09-09,16.731,16.76,16.868,16.604,6099.02,600593
