,date,open,close,high,low,volume,code
0,2004-04-19,6.907,7.255,7.62,6.907,146470.29,600976
1,2004-04-20,7.123,6.867,7.189,6.827,49231.79,600976
2,2004-04-21,6.827,6.867,6.942,6.651,29990.42,600976
3,2004-04-22,6.783,6.885,6.916,6.783,14397.43,600976
4,2004-04-23,6.907,6.81,6.938,6.651,15984.53,600976
5,2004-04-26,6.81,6.647,6.827,6.563,12804.86,600976
6,2004-04-27,6.872,6.651,7.004,6.519,10802.91,600976
7,2004-04-28,6.629,6.775,6.88,6.607,19144.44,600976
8,2004-04-29,6.775,6.51,6.775,6.475,17996.92,600976
9,2004-04-30,6.524,6.51,6.66,6.413,9267.39,600976
10,2004-05-10,6.51,6.299,6.563,6.171,12208.17,600976
11,2004-05-11,6.246,6.237,6.334,6.123,6089.09,600976
12,2004-05-12,6.259,6.435,6.453,6.198,7774.42,600976
13,2004-05-13,6.413,6.405,6.435,6.303,6747.8,600976
14,2004-05-14,6.365,6.224,6.365,6.193,7039.77,600976
15,2004-05-17,6.189,6.211,6.277,6.167,3311.95,600976
16,2004-05-18,6.277,6.422,6.431,6.233,7765.46,600976
17,2004-05-19,6.431,6.33,6.431,6.321,6147.0,600976
18,2004-05-20,6.303,6.189,6.339,6.167,5720.72,600976
19,2004-05-21,6.189,6.215,6.255,6.123,5791.9,600976
20,2004-05-24,6.224,6.14,6.255,6.127,4493.38,600976
21,2004-05-25,6.123,5.863,6.132,5.858,11407.44,600976
22,2004-05-26,5.863,5.823,5.925,5.775,4993.82,600976
23,2004-05-27,5.858,6.048,6.079,5.806,9649.22,600976
24,2004-05-28,6.105,6.127,6.321,6.07,17588.76,600976
25,2004-06-01,6.202,6.532,6.678,6.202,32882.44,600976
26,2004-06-02,6.532,6.519,6.827,6.431,36214.36,600976
27,2004-06-03,6.497,6.603,6.669,6.391,16001.48,600976
28,2004-06-04,6.585,6.497,6.709,6.484,12404.16,600976
29,2004-06-07,6.497,6.453,6.638,6.409,7555.76,600976
30,2004-06-08,6.475,6.546,6.687,6.4,11410.38,600976
31,2004-06-09,6.546,6.391,6.77,6.365,16026.96,600976
32,2004-06-10,6.365,6.008,6.427,5.929,17076.65,600976
33,2004-06-11,5.977,6.132,6.422,5.977,12146.11,600976
34,2004-06-14,6.171,6.158,6.246,5.991,6838.3,600976
35,2004-06-15,6.123,6.237,6.255,6.043,6262.58,600976
36,2004-06-16,6.193,6.136,6.255,6.123,5738.49,600976
37,2004-06-17,6.167,6.233,6.374,6.14,12305.02,600976
38,2004-06-18,6.334,6.383,6.449,6.22,13146.33,600976
39,2004-06-21,6.409,6.665,6.687,6.334,21669.55,600976
